,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Managed By_Ethiopia Field Office,Managed By_Haiti Field Office,Managed By_PMO - US,Managed By_South Africa Field Office,Fulfill Via_Direct Drop,Fulfill Via_From RDC,Vendor INCO Term_CIF,Vendor INCO Term_CIP,Vendor INCO Term_DAP,Vendor INCO Term_DDP,Vendor INCO Term_DDU,Vendor INCO Term_EXW,Vendor INCO Term_FCA,Vendor INCO Term_N/A - From RDC,Shipment Mode_Air,Shipment Mode_Air Charter,Shipment Mode_Ocean,Shipment Mode_Truck,Product Group_ACT,Product Group_ANTM,Product Group_ARV,Product Group_HRDT,Product Group_MRDT,Sub Classification_ACT,Sub Classification_Adult,Sub Classification_HIV test,Sub Classification_HIV test - Ancillary,Sub Classification_Malaria,Sub Classification_Pediatric,First Line Designation_No,First Line Designation_Yes
7561,30,1980,44550.0,22.5,0.75,7889.0,6406.53,96.05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7562,30,9760,114680.0,11.75,0.39,7889.0,6406.53,247.25,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7563,60,26444,86736.32,3.28,0.05,7889.0,6406.53,187.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7564,60,56430,306414.9,5.43,0.09,15358.0,16606.55,660.63,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7565,30,99404,449306.08,4.52,0.15,6960.0,29545.05,968.7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7566,60,3690,9815.4,2.66,0.04,214.0,5166.39,21.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7567,120,1000,36160.0,36.16,0.3,205.0,3962.5,77.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7568,60,8100,18873.0,2.33,0.04,3093.0,11235.05,40.69,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7569,60,3073,48829.97,15.89,0.26,594.0,4996.2,80.57,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7570,120,1100,39600.0,36.0,0.3,594.0,4996.2,65.34,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7571,30,220002,2585023.5,11.75,0.39,20364.0,31373.1,5573.31,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7572,60,9009,20990.97,2.33,0.04,7755.0,74839.9,45.26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7573,60,168,252.0,1.5,0.02,7755.0,74839.9,0.54,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7574,100,2583,12501.72,4.84,0.05,7755.0,74839.9,26.95,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7575,30,1440,10512.0,7.3,0.24,88.0,1842.95,22.66,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7576,60,125000,1402500.0,11.22,0.19,16790.0,103428.0,3023.79,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7577,60,4301,36773.55,8.55,0.14,1435.0,16252.95,60.68,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7578,240,1177,2377.54,2.02,0.01,512.0,3415.72,3.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7579,240,4000,8400.0,2.1,0.01,1137.0,4711.97,13.86,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7580,30,28271,127784.92,4.52,0.15,2507.0,9553.01,275.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7581,60,17320,40355.6,2.33,0.04,1721.0,8758.37,87.01,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7582,60,18507,158234.85,8.55,0.14,3629.0,8758.37,341.15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7583,60,10776,77694.96,7.21,0.12,586.0,8045.76,167.51,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7584,60,960,6921.6,7.21,0.12,830.0,6555.75,14.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7585,240,544,7452.8,13.7,0.06,395.0,6555.75,12.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7586,60,2070,2898.0,1.4,0.02,176.0,1653.99,4.78,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7587,60,73,109.5,1.5,0.02,143.0,2097.18,0.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7588,240,99,1356.3,13.7,0.06,143.0,2097.18,2.24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7589,60,2296,34440.0,15.0,0.25,17126.0,17941.46,74.25,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7590,90,2440,23692.4,9.71,0.11,2325.0,17941.47,51.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7591,60,21678,50509.74,2.33,0.04,1084.0,4471.07,108.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7592,60,30107,248683.82,8.26,0.14,2875.0,23675.63,536.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7593,30,120200,2394384.0,19.92,0.66,13222.0,4471.08,5162.29,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7594,30,49000,206780.0,4.22,0.14,4030.0,15707.3,341.19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7595,60,15000,108150.0,7.21,0.12,823.0,12601.06,178.45,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7596,30,3348,7499.52,2.24,0.07,687.0,3403.99,16.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7597,60,4952,16341.6,3.3,0.06,687.0,3403.99,35.23,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7598,30,720,14342.4,19.92,0.66,79.0,2305.65,23.66,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7599,30,50000,441000.0,8.82,0.29,4502.0,12601.07,727.65,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7600,60,18000,45180.0,2.51,0.04,1032.0,3402.23,97.41,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7601,90,1152,11185.92,9.71,0.11,1671.0,5346.74,24.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7602,30,70651,623141.82,8.82,0.29,6749.0,13398.06,1028.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7603,60,30091,248551.66,8.26,0.14,4114.0,13398.06,410.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7604,30,57749,630619.08,10.92,0.36,5554.0,13398.06,1040.52,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7605,60,206853,2320890.66,11.22,0.19,29353.0,13398.06,3829.47,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7606,120,611,20615.14,33.74,0.28,129.0,6477.67,34.01,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7607,60,18579,43289.07,2.33,0.04,2029.0,6801.72,71.43,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7608,30,2110,13546.2,6.42,0.21,3274.0,21881.71,22.35,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7609,30,77636,818283.44,10.54,0.35,6986.0,26538.46,1350.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7610,60,15048,128660.4,8.55,0.14,1391.0,3525.04,212.29,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7611,60,3687,7005.3,1.9,0.03,212.0,2143.48,15.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7612,60,4669,15314.32,3.28,0.05,357.0,2143.49,33.02,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7613,30,30000,264600.0,8.82,0.29,2641.0,19673.48,436.59,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7614,240,3846,7499.7,1.95,0.01,,,16.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7615,60,9073,22773.23,2.51,0.04,487.0,2091.17,49.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7616,30,60000,1195200.0,19.92,0.66,10847.0,15973.89,1972.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7617,60,4617,69439.68,15.04,0.25,26409.0,60432.88,114.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7618,60,9200,21436.0,2.33,0.04,10030.0,96669.4,35.37,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7619,30,3330,66333.6,19.92,0.66,370.0,2886.12,109.45,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7620,60,32168,265707.68,8.26,0.14,5199.0,585.0,438.42,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7621,60,45084,113160.84,2.51,0.04,2698.0,12676.4,186.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7622,60,31892,80048.92,2.51,0.04,21879.0,8647.16,132.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7623,60,9073,22228.85,2.45,0.04,1406.0,5479.15,36.68,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7624,60,6139,68879.58,11.22,0.19,1518.0,6561.51,113.65,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7625,30,7441,61239.43,8.23,0.27,656.0,4376.56,101.05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7626,60,105000,1178100.0,11.22,0.19,20230.0,79938.08,1943.86,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7627,60,2313,34787.52,15.04,0.25,7916.0,21397.38,57.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7628,30,68235,1359241.2,19.92,0.66,,,2242.75,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7629,60,1000,1400.0,1.4,0.02,108.0,18495.9,2.31,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7630,60,323,1049.75,3.25,0.05,209.0,502.49,1.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7631,30,42444,366291.72,8.63,0.29,1423.0,6623.46,604.38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7632,30,40337,803513.04,19.92,0.66,4560.0,1047.17,1325.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7633,30,100000,422000.0,4.22,0.14,5712.0,18495.9,696.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7634,240,13994,27288.3,1.95,0.01,5269.0,4480.45,45.03,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7635,30,17300,135286.0,7.82,0.26,2036.0,15635.84,223.22,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7636,240,9794,19098.3,1.95,0.01,3654.0,19520.77,31.51,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7637,60,12733,38071.67,2.99,0.05,496.0,5257.35,62.82,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7638,60,4520,6328.0,1.4,0.02,418.0,4692.14,10.44,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7639,30,26060,233758.2,8.97,0.3,2409.0,9346.8,385.7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7640,60,94848,1064194.56,11.22,0.19,28277.0,21326.73,1755.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7641,60,45113,506167.86,11.22,0.19,6180.0,21326.73,835.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7642,240,15000,29250.0,1.95,0.01,5641.0,45291.49,48.26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7643,60,5471,45190.46,8.26,0.14,521.0,4237.12,74.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7644,60,85919,709690.94,8.26,0.14,8754.0,15322.73,1170.99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7645,240,3000,5550.0,1.85,0.01,1076.0,4474.31,7.78,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7646,60,150000,1683000.0,11.22,0.19,19143.0,16660.04,2776.95,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7647,60,275,3085.5,11.22,0.19,36.0,3470.0,5.09,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7648,30,65000,274300.0,4.22,0.14,,,452.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7649,60,28168,232667.68,8.26,0.14,318.0,6025.73,383.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7650,60,2940,7203.0,2.45,0.04,318.0,6025.73,11.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7651,30,30,123.6,4.12,0.14,55.0,912.36,0.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7652,30,10,41.2,4.12,0.14,13.0,912.36,0.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7653,90,153,1357.11,8.87,0.1,171.0,2522.76,1.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7654,240,55,687.5,12.5,0.05,171.0,2522.76,0.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7655,240,186,362.7,1.95,0.01,81.0,1535.56,0.51,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7656,30,8,48.64,6.08,0.2,81.0,1535.56,0.07,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7657,30,53,322.24,6.08,0.2,220.0,2110.2,0.45,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7658,240,699,1363.05,1.95,0.01,324.0,3436.14,1.91,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7659,240,1090,2125.5,1.95,0.01,512.0,3438.2,2.98,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7660,60,1700,11934.0,7.02,0.12,512.0,3438.2,16.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7661,240,2463,4802.85,1.95,0.01,1072.0,5636.3,6.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
7662,30,17556,106740.48,6.08,0.2,1373.0,4777.08,176.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7663,60,67,156.11,2.33,0.04,4.0,491.42,0.22,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7664,240,4448,8673.6,1.95,0.01,1663.0,1102.3,14.31,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7665,60,10350,24115.5,2.33,0.04,495.0,20548.8,33.81,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7666,30,8922,149265.06,16.73,0.56,973.0,4466.99,246.29,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7667,30,7140,119452.2,16.73,0.56,779.0,4646.13,167.47,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7668,60,99995,825958.7,8.26,0.14,11636.0,25231.96,1157.99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7669,60,15653,129293.78,8.26,0.14,11636.0,25231.96,181.27,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7670,30,91166,375603.92,4.12,0.14,6073.0,25231.96,526.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7671,60,127,1858.01,14.63,0.24,25.0,211.0,2.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7672,60,20000,224400.0,11.22,0.19,26760.0,12405.54,370.26,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7673,240,180,378.0,2.1,0.01,327.0,5320.13,0.53,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7674,60,31263,219466.26,7.02,0.12,1616.0,3489.53,362.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7675,60,50000,269000.0,5.38,0.09,10381.0,8510.81,443.85,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7676,60,71568,787248.0,11.0,0.18,11441.0,55175.61,1298.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7677,60,100000,1122000.0,11.22,0.19,28088.0,19652.22,1851.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7678,60,52164,134583.12,2.58,0.04,12347.0,16978.83,222.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7679,60,152458,1219664.0,8.0,0.13,28103.0,36650.58,2012.45,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7680,30,1092,2446.08,2.24,0.07,7.0,805.58,4.04,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
7681,60,15855,39478.95,2.49,0.04,1380.0,4553.1,65.14,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7682,60,1728,13824.0,8.0,0.13,,,19.38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7683,60,1850,24327.5,13.15,0.22,630.0,7519.8,34.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7684,60,4250,55887.5,13.15,0.22,437.0,3062.18,78.35,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7685,60,9995,131434.25,13.15,0.22,6798.0,26205.83,184.27,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7686,60,200000,2058000.0,10.29,0.17,53692.0,29683.06,2885.32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7687,60,8333,20332.52,2.44,0.04,479.0,4358.72,28.51,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7688,60,11574,119096.46,10.29,0.17,6990.0,5530.11,196.51,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
7689,30,2340,52650.0,22.5,0.75,263.0,2330.21,73.82,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7690,30,8257,66386.28,8.04,0.27,814.0,17090.0,93.07,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7691,30,4000,22000.0,5.5,0.18,372.0,2333.91,30.84,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7692,60,1200,36000.0,30.0,0.5,464.0,2394.27,50.47,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7693,60,2268,5284.44,2.33,0.04,741.0,5716.86,7.41,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7694,120,4001,118749.68,29.68,0.25,972.0,17102.56,166.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7695,30,840,3200.4,3.81,0.13,4944.0,21347.13,4.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7696,30,190000,2857600.0,15.04,0.5,21534.0,13914.56,4006.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7697,30,35000,193900.0,5.54,0.18,2657.0,14332.0,271.85,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7698,60,24530,172200.6,7.02,0.12,1380.0,6483.81,241.43,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
7699,60,20000,196200.0,9.81,0.16,11720.0,11702.27,275.07,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7700,30,720,3470.4,4.82,0.16,49.0,1110.19,4.87,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
